scenario,seed,channel,lambda,par,fpr,fnr,par_zero,delta_proc,coupling_proxy
crowd_acceleration,12,zone_permutation,0.75,0.7,0.0,0.3,0.7,0.0,0.6163
crowd_acceleration,13,zone_permutation,0.75,0.7273,0.0,0.2727,0.7273,0.0,0.6142
crowd_acceleration,14,zone_permutation,0.75,0.7273,0.0,0.2727,0.7273,0.0,0.6419
crowd_acceleration,15,zone_permutation,0.75,0.5,0.0,0.5,0.5,0.0,0.5257
crowd_acceleration,16,zone_permutation,0.75,0.6,0.0,0.4,0.6,0.0,0.6389
crowd_acceleration,17,zone_permutation,0.75,0.8,0.0,0.2,0.8,0.0,0.5568
crowd_acceleration,18,zone_permutation,0.75,0.8,0.0,0.2,0.8,0.0,0.6688
crowd_acceleration,19,zone_permutation,0.75,0.8,0.0,0.2,0.8,0.0,0.7873
crowd_acceleration,20,zone_permutation,0.75,0.7273,0.0,0.2727,0.7273,0.0,0.6823
crowd_acceleration,21,zone_permutation,0.75,0.8,0.0,0.2,0.8,0.0,0.5383
crowd_acceleration,22,zone_permutation,0.75,0.8182,0.0,0.1818,0.8182,0.0,0.6509
crowd_acceleration,23,zone_permutation,0.75,0.9,0.0,0.1,0.9,0.0,0.6759
crowd_acceleration,24,zone_permutation,0.75,0.8182,0.0,0.1818,0.8182,0.0,0.7599
crowd_acceleration,25,zone_permutation,0.75,0.6,0.0,0.4,0.6,0.0,0.4722
crowd_acceleration,26,zone_permutation,0.75,0.9091,0.0909,0.0,0.9091,0.0,0.8722
crowd_acceleration,27,zone_permutation,0.75,0.8,0.0,0.2,0.8,0.0,0.6804
crowd_acceleration,28,zone_permutation,0.75,0.8,0.0,0.2,0.8,0.0,0.6871
crowd_acceleration,29,zone_permutation,0.75,0.7,0.0,0.3,0.7,0.0,0.5086
crowd_acceleration,30,zone_permutation,0.75,1.0,0.0,0.0,1.0,0.0,0.7395
audio_stress_signal,1,zone_permutation,0.75,0.5455,0.0,0.4545,0.5455,0.0,0.2779
audio_stress_signal,2,zone_permutation,0.75,0.4,0.0,0.6,0.4,0.0,0.1329
audio_stress_signal,3,zone_permutation,0.75,0.4545,0.0,0.5455,0.4545,0.0,0.4773
audio_stress_signal,4,zone_permutation,0.75,0.5455,0.0,0.4545,0.5455,0.0,0.63
audio_stress_signal,5,zone_permutation,0.75,0.5455,0.0,0.4545,0.5455,0.0,0.3988
audio_stress_signal,6,zone_permutation,0.75,0.3636,0.0,0.6364,0.3636,0.0,0.3138
audio_stress_signal,7,zone_permutation,0.75,0.5455,0.0,0.4545,0.5455,0.0,0.5146
audio_stress_signal,8,zone_permutation,0.75,0.4,0.0,0.6,0.4,0.0,0.3306
audio_stress_signal,9,zone_permutation,0.75,0.5,0.0,0.5,0.5,0.0,0.2098
audio_stress_signal,10,zone_permutation,0.75,0.4545,0.0,0.5455,0.4545,0.0,0.2479
audio_stress_signal,11,zone_permutation,0.75,0.4545,0.0,0.5455,0.4545,0.0,0.3488
audio_stress_signal,12,zone_permutation,0.75,0.5455,0.0,0.4545,0.5455,0.0,0.4197
audio_stress_signal,13,zone_permutation,0.75,0.2727,0.0,0.7273,0.2727,0.0,0.0899
audio_stress_signal,14,zone_permutation,0.75,0.2727,0.0,0.7273,0.2727,0.0,0.3159
audio_stress_signal,15,zone_permutation,0.75,0.2727,0.0,0.7273,0.2727,0.0,0.2657
audio_stress_signal,16,zone_permutation,0.75,0.3636,0.0,0.6364,0.3636,0.0,0.2292
audio_stress_signal,17,zone_permutation,0.75,0.6364,0.0,0.3636,0.6364,0.0,0.4927
audio_stress_signal,18,zone_permutation,0.75,0.4545,0.0,0.5455,0.4545,0.0,0.3618
audio_stress_signal,19,zone_permutation,0.75,0.5455,0.0,0.4545,0.5455,0.0,0.5602
audio_stress_signal,20,zone_permutation,0.75,0.6364,0.0,0.3636,0.6364,0.0,0.4361
audio_stress_signal,21,zone_permutation,0.75,0.3636,0.0,0.6364,0.3636,0.0,0.2865
audio_stress_signal,22,zone_permutation,0.75,0.4,0.0,0.6,0.4,0.0,0.2818
audio_stress_signal,23,zone_permutation,0.75,0.2727,0.0,0.7273,0.2727,0.0,0.2784
audio_stress_signal,24,zone_permutation,0.75,0.5,0.0,0.5,0.5,0.0,0.19
audio_stress_signal,25,zone_permutation,0.75,0.2727,0.0,0.7273,0.2727,0.0,0.1944
audio_stress_signal,26,zone_permutation,0.75,0.5,0.0,0.5,0.5,0.0,0.2597
audio_stress_signal,27,zone_permutation,0.75,0.2727,0.0,0.7273,0.2727,0.0,-0.0473
audio_stress_signal,28,zone_permutation,0.75,0.2727,0.0,0.7273,0.2727,0.0,0.2174
audio_stress_signal,29,zone_permutation,0.75,0.2727,0.0,0.7273,0.2727,0.0,0.0631
audio_stress_signal,30,zone_permutation,0.75,0.5,0.0,0.5,0.5,0.0,0.4027
normal_flow,1,zone_permutation,1.0,0.9722,0.0,0.0278,0.9722,0.0,0.9801
normal_flow,2,zone_permutation,1.0,1.0,0.0,0.0,1.0,0.0,0.9778
normal_flow,3,zone_permutation,1.0,0.8333,0.0,0.1667,0.8333,0.0,0.9843
normal_flow,4,zone_permutation,1.0,0.9722,0.0,0.0278,0.9722,0.0,0.9795
normal_flow,5,zone_permutation,1.0,0.9444,0.0,0.0556,0.9444,0.0,0.9711
normal_flow,6,zone_permutation,1.0,0.9444,0.0,0.0556,0.9444,0.0,0.9841
normal_flow,7,zone_permutation,1.0,0.9167,0.0,0.0833,0.9167,0.0,0.9827
normal_flow,8,zone_permutation,1.0,0.9722,0.0,0.0278,0.9722,0.0,0.9694
normal_flow,9,zone_permutation,1.0,0.9722,0.0,0.0278,0.9722,0.0,0.9816
normal_flow,10,zone_permutation,1.0,0.9722,0.0,0.0278,0.9722,0.0,0.9774
normal_flow,11,zone_permutation,1.0,1.0,0.0,0.0,1.0,0.0,0.9783
normal_flow,12,zone_permutation,1.0,0.9722,0.0,0.0278,0.9722,0.0,0.9777
normal_flow,13,zone_permutation,1.0,1.0,0.0,0.0,1.0,0.0,0.9774
normal_flow,14,zone_permutation,1.0,0.9444,0.0,0.0556,0.9444,0.0,0.9844
normal_flow,15,zone_permutation,1.0,0.9444,0.0,0.0556,0.9444,0.0,0.9738
normal_flow,16,zone_permutation,1.0,0.9167,0.0,0.0833,0.9167,0.0,0.9797
normal_flow,17,zone_permutation,1.0,0.9444,0.0,0.0556,0.9444,0.0,0.9759
normal_flow,18,zone_permutation,1.0,0.9167,0.0,0.0833,0.9167,0.0,0.9883
normal_flow,19,zone_permutation,1.0,0.9167,0.0,0.0833,0.9167,0.0,0.9797
normal_flow,20,zone_permutation,1.0,0.9722,0.0,0.0278,0.9722,0.0,0.9829
normal_flow,21,zone_permutation,1.0,0.9167,0.0,0.0833,0.9167,0.0,0.9724
normal_flow,22,zone_permutation,1.0,0.9722,0.0,0.0278,0.9722,0.0,0.9867
normal_flow,23,zone_permutation,1.0,0.9444,0.0,0.0556,0.9444,0.0,0.9753
normal_flow,24,zone_permutation,1.0,0.9722,0.0,0.0278,0.9722,0.0,0.983
normal_flow,25,zone_permutation,1.0,0.9722,0.0,0.0278,0.9722,0.0,0.9843
normal_flow,26,zone_permutation,1.0,0.9444,0.0,0.0556,0.9444,0.0,0.972
normal_flow,27,zone_permutation,1.0,0.9444,0.0,0.0556,0.9444,0.0,0.9751
normal_flow,28,zone_permutation,1.0,0.9722,0.0,0.0278,0.9722,0.0,0.9789
normal_flow,29,zone_permutation,1.0,0.9444,0.0,0.0556,0.9444,0.0,0.9739
normal_flow,30,zone_permutation,1.0,0.8333,0.0,0.1667,0.8333,0.0,0.9839
exit_blockage,1,zone_permutation,1.0,0.7,0.0,0.3,0.7,0.0,0.6738
exit_blockage,2,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.6213
exit_blockage,3,zone_permutation,1.0,0.85,0.0,0.15,0.85,0.0,0.7814
exit_blockage,4,zone_permutation,1.0,0.85,0.0,0.15,0.85,0.0,0.8215
exit_blockage,5,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.6846
exit_blockage,6,zone_permutation,1.0,0.7,0.0,0.3,0.7,0.0,0.6482
exit_blockage,7,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.7627
exit_blockage,8,zone_permutation,1.0,0.7,0.0,0.3,0.7,0.0,0.5721
exit_blockage,9,zone_permutation,1.0,0.85,0.0,0.15,0.85,0.0,0.6846
exit_blockage,10,zone_permutation,1.0,0.7,0.0,0.3,0.7,0.0,0.6178
exit_blockage,11,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.6948
exit_blockage,12,zone_permutation,1.0,0.85,0.0,0.15,0.85,0.0,0.7768
exit_blockage,13,zone_permutation,1.0,0.65,0.0,0.35,0.65,0.0,0.5659
exit_blockage,14,zone_permutation,1.0,0.75,0.0,0.25,0.75,0.0,0.7304
exit_blockage,15,zone_permutation,1.0,0.75,0.0,0.25,0.75,0.0,0.6404
exit_blockage,16,zone_permutation,1.0,0.75,0.0,0.25,0.75,0.0,0.694
exit_blockage,17,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.7637
exit_blockage,18,zone_permutation,1.0,0.7,0.0,0.3,0.7,0.0,0.6972
exit_blockage,19,zone_permutation,1.0,0.75,0.0,0.25,0.75,0.0,0.6455
exit_blockage,20,zone_permutation,1.0,0.9,0.0,0.1,0.9,0.0,0.7667
exit_blockage,21,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.6528
exit_blockage,22,zone_permutation,1.0,0.75,0.0,0.25,0.75,0.0,0.6092
exit_blockage,23,zone_permutation,1.0,0.85,0.0,0.15,0.85,0.0,0.5966
exit_blockage,24,zone_permutation,1.0,0.7,0.0,0.3,0.7,0.0,0.5715
exit_blockage,25,zone_permutation,1.0,0.75,0.0,0.25,0.75,0.0,0.6755
exit_blockage,26,zone_permutation,1.0,0.6,0.0,0.4,0.6,0.0,0.635
exit_blockage,27,zone_permutation,1.0,0.55,0.0,0.45,0.55,0.0,0.5282
exit_blockage,28,zone_permutation,1.0,0.85,0.0,0.15,0.85,0.0,0.6719
exit_blockage,29,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.6289
exit_blockage,30,zone_permutation,1.0,0.85,0.0,0.15,0.85,0.0,0.702
multimodal_conflict,1,zone_permutation,1.0,0.2,0.0,0.8,0.2,0.0,0.0272
multimodal_conflict,2,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.0225
multimodal_conflict,3,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.1356
multimodal_conflict,4,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.1384
multimodal_conflict,5,zone_permutation,1.0,0.2,0.0,0.8,0.2,0.0,-0.0815
multimodal_conflict,6,zone_permutation,1.0,0.6,0.0,0.4,0.6,0.0,0.3493
multimodal_conflict,7,zone_permutation,1.0,0.1,0.0,0.9,0.1,0.0,0.0311
multimodal_conflict,8,zone_permutation,1.0,0.1,0.0,0.9,0.1,0.0,-0.0835
multimodal_conflict,9,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.2405
multimodal_conflict,10,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.1342
multimodal_conflict,11,zone_permutation,1.0,0.1,0.0,0.9,0.1,0.0,-0.0762
multimodal_conflict,12,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.027
multimodal_conflict,13,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.1357
multimodal_conflict,14,zone_permutation,1.0,0.4,0.0,0.6,0.4,0.0,0.2452
multimodal_conflict,15,zone_permutation,1.0,0.1,0.0,0.9,0.1,0.0,-0.0823
multimodal_conflict,16,zone_permutation,1.0,0.2,0.0,0.8,0.2,0.0,0.0277
multimodal_conflict,17,zone_permutation,1.0,0.4,0.0,0.6,0.4,0.0,0.2436
multimodal_conflict,18,zone_permutation,1.0,0.4,0.0,0.6,0.4,0.0,0.3525
multimodal_conflict,19,zone_permutation,1.0,0.4,0.0,0.6,0.4,0.0,0.4569
multimodal_conflict,20,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.2409
multimodal_conflict,21,zone_permutation,1.0,0.1,0.0,0.9,0.1,0.0,-0.1888
multimodal_conflict,22,zone_permutation,1.0,0.5,0.0,0.5,0.5,0.0,0.2372
multimodal_conflict,23,zone_permutation,1.0,0.1,0.0,0.9,0.1,0.0,0.0268
multimodal_conflict,24,zone_permutation,1.0,0.5,0.0,0.5,0.5,0.0,0.2392
multimodal_conflict,25,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.03
multimodal_conflict,26,zone_permutation,1.0,0.6,0.0,0.4,0.6,0.0,0.4603
multimodal_conflict,27,zone_permutation,1.0,0.5,0.0,0.5,0.5,0.0,0.3549
multimodal_conflict,28,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.0285
multimodal_conflict,29,zone_permutation,1.0,0.1,0.0,0.9,0.1,0.0,0.0301
multimodal_conflict,30,zone_permutation,1.0,0.5,0.0,0.5,0.5,0.0,0.3519
evacuation_recommendation,1,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9877
evacuation_recommendation,2,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9896
evacuation_recommendation,3,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.992
evacuation_recommendation,4,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9915
evacuation_recommendation,5,zone_permutation,1.0,1.0,0.0,0.0,1.0,0.0,0.9858
evacuation_recommendation,6,zone_permutation,1.0,0.9,0.0,0.1,0.9,0.0,0.9928
evacuation_recommendation,7,zone_permutation,1.0,0.9,0.0,0.1,0.9,0.0,0.9914
evacuation_recommendation,8,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9806
evacuation_recommendation,9,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.99
evacuation_recommendation,10,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9864
evacuation_recommendation,11,zone_permutation,1.0,1.0,0.0,0.0,1.0,0.0,0.9897
evacuation_recommendation,12,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9856
evacuation_recommendation,13,zone_permutation,1.0,1.0,0.0,0.0,1.0,0.0,0.9896
evacuation_recommendation,14,zone_permutation,1.0,1.0,0.0,0.0,1.0,0.0,0.993
evacuation_recommendation,15,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9864
evacuation_recommendation,16,zone_permutation,1.0,0.9,0.0,0.1,0.9,0.0,0.9889
evacuation_recommendation,17,zone_permutation,1.0,1.0,0.0,0.0,1.0,0.0,0.9872
evacuation_recommendation,18,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9949
evacuation_recommendation,19,zone_permutation,1.0,0.9,0.0,0.1,0.9,0.0,0.9888
evacuation_recommendation,20,zone_permutation,1.0,1.0,0.0,0.0,1.0,0.0,0.9919
evacuation_recommendation,21,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.9852
evacuation_recommendation,22,zone_permutation,1.0,1.0,0.0,0.0,1.0,0.0,0.9921
evacuation_recommendation,23,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9883
evacuation_recommendation,24,zone_permutation,1.0,0.9,0.0,0.1,0.9,0.0,0.9918
evacuation_recommendation,25,zone_permutation,1.0,0.9,0.0,0.1,0.9,0.0,0.9938
evacuation_recommendation,26,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9824
evacuation_recommendation,27,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9899
evacuation_recommendation,28,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9891
evacuation_recommendation,29,zone_permutation,1.0,0.9,0.0,0.1,0.9,0.0,0.9885
evacuation_recommendation,30,zone_permutation,1.0,0.95,0.0,0.05,0.95,0.0,0.9918
crowd_acceleration,1,zone_permutation,1.0,0.4,0.0,0.6,0.4,0.0,0.4244
crowd_acceleration,2,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.4729
crowd_acceleration,3,zone_permutation,1.0,0.5,0.0,0.5,0.5,0.0,0.4214
crowd_acceleration,4,zone_permutation,1.0,0.6,0.0,0.4,0.6,0.0,0.4441
crowd_acceleration,5,zone_permutation,1.0,0.4545,0.0,0.5455,0.4545,0.0,0.2879
crowd_acceleration,6,zone_permutation,1.0,0.9,0.0,0.1,0.9,0.0,0.6017
crowd_acceleration,7,zone_permutation,1.0,0.5,0.0,0.5,0.5,0.0,0.4048
crowd_acceleration,8,zone_permutation,1.0,0.6,0.0,0.4,0.6,0.0,0.3483
crowd_acceleration,9,zone_permutation,1.0,0.7273,0.0,0.2727,0.7273,0.0,0.5508
crowd_acceleration,10,zone_permutation,1.0,0.7,0.0,0.3,0.7,0.0,0.4384
crowd_acceleration,11,zone_permutation,1.0,0.5,0.0,0.5,0.5,0.0,0.3108
crowd_acceleration,12,zone_permutation,1.0,0.5,0.0,0.5,0.5,0.0,0.4385
crowd_acceleration,13,zone_permutation,1.0,0.7273,0.0,0.2727,0.7273,0.0,0.5208
crowd_acceleration,14,zone_permutation,1.0,0.6364,0.0,0.3636,0.6364,0.0,0.5311
crowd_acceleration,15,zone_permutation,1.0,0.4,0.0,0.6,0.4,0.0,0.3095
crowd_acceleration,16,zone_permutation,1.0,0.5,0.0,0.5,0.5,0.0,0.4248
crowd_acceleration,17,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.5345
crowd_acceleration,18,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.5869
crowd_acceleration,19,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.6349
crowd_acceleration,20,zone_permutation,1.0,0.6364,0.0,0.3636,0.6364,0.0,0.4915
crowd_acceleration,21,zone_permutation,1.0,0.7,0.0,0.3,0.7,0.0,0.3302
crowd_acceleration,22,zone_permutation,1.0,0.7273,0.0,0.2727,0.7273,0.0,0.5236
crowd_acceleration,23,zone_permutation,1.0,0.7,0.0,0.3,0.7,0.0,0.4575
crowd_acceleration,24,zone_permutation,1.0,0.7273,0.0,0.2727,0.7273,0.0,0.4947
crowd_acceleration,25,zone_permutation,1.0,0.5,0.0,0.5,0.5,0.0,0.4258
crowd_acceleration,26,zone_permutation,1.0,0.9,0.0,0.1,0.9,0.0,0.6251
crowd_acceleration,27,zone_permutation,1.0,0.8,0.0,0.2,0.8,0.0,0.5233
crowd_acceleration,28,zone_permutation,1.0,0.7,0.0,0.3,0.7,0.0,0.4066
crowd_acceleration,29,zone_permutation,1.0,0.7,0.0,0.3,0.7,0.0,0.442
crowd_acceleration,30,zone_permutation,1.0,0.9,0.0,0.1,0.9,0.0,0.5935
audio_stress_signal,1,zone_permutation,1.0,0.3636,0.0,0.6364,0.3636,0.0,0.1311
audio_stress_signal,2,zone_permutation,1.0,0.2,0.0,0.8,0.2,0.0,-0.0875
audio_stress_signal,3,zone_permutation,1.0,0.4545,0.0,0.5455,0.4545,0.0,0.4571
audio_stress_signal,4,zone_permutation,1.0,0.5455,0.0,0.4545,0.5455,0.0,0.4559
audio_stress_signal,5,zone_permutation,1.0,0.3636,0.0,0.6364,0.3636,0.0,0.1323
audio_stress_signal,6,zone_permutation,1.0,0.2727,0.0,0.7273,0.2727,0.0,0.1384
audio_stress_signal,7,zone_permutation,1.0,0.4545,0.0,0.5455,0.4545,0.0,0.3539
audio_stress_signal,8,zone_permutation,1.0,0.0,0.0,1.0,1.0,-1.0,-0.0773
audio_stress_signal,9,zone_permutation,1.0,0.4,0.0,0.6,0.4,0.0,0.1329
audio_stress_signal,10,zone_permutation,1.0,0.1818,0.0,0.8182,0.1818,0.0,0.0215
audio_stress_signal,11,zone_permutation,1.0,0.2727,0.0,0.7273,0.2727,0.0,0.1316
audio_stress_signal,12,zone_permutation,1.0,0.4545,0.0,0.5455,0.4545,0.0,0.3458
audio_stress_signal,13,zone_permutation,1.0,0.0909,0.0,0.9091,0.0909,0.0,-0.1918
audio_stress_signal,14,zone_permutation,1.0,0.2727,0.0,0.7273,0.2727,0.0,0.2404
audio_stress_signal,15,zone_permutation,1.0,0.1818,0.0,0.8182,0.1818,0.0,0.1407
audio_stress_signal,16,zone_permutation,1.0,0.2727,0.0,0.7273,0.2727,0.0,0.1283
audio_stress_signal,17,zone_permutation,1.0,0.5455,0.0,0.4545,0.5455,0.0,0.3454
audio_stress_signal,18,zone_permutation,1.0,0.3636,0.0,0.6364,0.3636,0.0,0.2444
audio_stress_signal,19,zone_permutation,1.0,0.3636,0.0,0.6364,0.3636,0.0,0.1312
audio_stress_signal,20,zone_permutation,1.0,0.5455,0.0,0.4545,0.5455,0.0,0.3437
audio_stress_signal,21,zone_permutation,1.0,0.2727,0.0,0.7273,0.2727,0.0,0.0221
audio_stress_signal,22,zone_permutation,1.0,0.2,0.0,0.8,0.2,0.0,0.0236
audio_stress_signal,23,zone_permutation,1.0,0.0909,0.0,0.9091,0.0909,0.0,-0.0868
audio_stress_signal,24,zone_permutation,1.0,0.2,0.0,0.8,0.2,0.0,-0.0851
audio_stress_signal,25,zone_permutation,1.0,0.2727,0.0,0.7273,0.2727,0.0,0.1343
audio_stress_signal,26,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.0262
audio_stress_signal,27,zone_permutation,1.0,0.0909,0.0,0.9091,0.0909,0.0,-0.1942
audio_stress_signal,28,zone_permutation,1.0,0.2727,0.0,0.7273,0.2727,0.0,0.133
audio_stress_signal,29,zone_permutation,1.0,0.0909,0.0,0.9091,0.0909,0.0,-0.0855
audio_stress_signal,30,zone_permutation,1.0,0.3,0.0,0.7,0.3,0.0,0.2413
normal_flow,1,temporal_desync,0.0,0.9722,0.0,0.0278,0.9722,0.0,1.0
normal_flow,2,temporal_desync,0.0,1.0,0.0,0.0,1.0,0.0,1.0
normal_flow,3,temporal_desync,0.0,0.8333,0.0,0.1667,0.8333,0.0,1.0
normal_flow,4,temporal_desync,0.0,0.9722,0.0,0.0278,0.9722,0.0,1.0
normal_flow,5,temporal_desync,0.0,0.9444,0.0,0.0556,0.9444,0.0,1.0
normal_flow,6,temporal_desync,0.0,0.9444,0.0,0.0556,0.9444,0.0,1.0
normal_flow,7,temporal_desync,0.0,0.9167,0.0,0.0833,0.9167,0.0,1.0
normal_flow,8,temporal_desync,0.0,0.9722,0.0,0.0278,0.9722,0.0,1.0
normal_flow,9,temporal_desync,0.0,0.9722,0.0,0.0278,0.9722,0.0,1.0
normal_flow,10,temporal_desync,0.0,0.9722,0.0,0.0278,0.9722,0.0,1.0
normal_flow,11,temporal_desync,0.0,1.0,0.0,0.0,1.0,0.0,1.0
normal_flow,12,temporal_desync,0.0,0.9722,0.0,0.0278,0.9722,0.0,1.0
normal_flow,13,temporal_desync,0.0,1.0,0.0,0.0,1.0,0.0,1.0
normal_flow,14,temporal_desync,0.0,0.9444,0.0,0.0556,0.9444,0.0,1.0
normal_flow,15,temporal_desync,0.0,0.9444,0.0,0.0556,0.9444,0.0,1.0
normal_flow,16,temporal_desync,0.0,0.9167,0.0,0.0833,0.9167,0.0,1.0
normal_flow,17,temporal_desync,0.0,0.9444,0.0,0.0556,0.9444,0.0,1.0
normal_flow,18,temporal_desync,0.0,0.9167,0.0,0.0833,0.9167,0.0,1.0
normal_flow,19,temporal_desync,0.0,0.9167,0.0,0.0833,0.9167,0.0,1.0
normal_flow,20,temporal_desync,0.0,0.9722,0.0,0.0278,0.9722,0.0,1.0
normal_flow,21,temporal_desync,0.0,0.9167,0.0,0.0833,0.9167,0.0,1.0
normal_flow,22,temporal_desync,0.0,0.9722,0.0,0.0278,0.9722,0.0,1.0
normal_flow,23,temporal_desync,0.0,0.9444,0.0,0.0556,0.9444,0.0,1.0
normal_flow,24,temporal_desync,0.0,0.9722,0.0,0.0278,0.9722,0.0,1.0
normal_flow,25,temporal_desync,0.0,0.9722,0.0,0.0278,0.9722,0.0,1.0
normal_flow,26,temporal_desync,0.0,0.9444,0.0,0.0556,0.9444,0.0,1.0
normal_flow,27,temporal_desync,0.0,0.9444,0.0,0.0556,0.9444,0.0,1.0
normal_flow,28,temporal_desync,0.0,0.9722,0.0,0.0278,0.9722,0.0,1.0
normal_flow,29,temporal_desync,0.0,0.9444,0.0,0.0556,0.9444,0.0,1.0
normal_flow,30,temporal_desync,0.0,0.8333,0.0,0.1667,0.8333,0.0,1.0
exit_blockage,1,temporal_desync,0.0,0.9,0.0,0.1,0.9,0.0,1.0
exit_blockage,2,temporal_desync,0.0,0.9048,0.05,0.05,0.9048,0.0,1.0
exit_blockage,3,temporal_desync,0.0,0.95,0.0,0.05,0.95,0.0,1.0
exit_blockage,4,temporal_desync,0.0,0.9,0.0,0.1,0.9,0.0,1.0
exit_blockage,5,temporal_desync,0.0,0.8571,0.0526,0.1,0.8571,0.0,1.0
exit_blockage,6,temporal_desync,0.0,0.8571,0.0526,0.1,0.8571,0.0,1.0
exit_blockage,7,temporal_desync,0.0,0.9,0.0,0.1,0.9,0.0,1.0
exit_blockage,8,temporal_desync,0.0,0.9,0.0,0.1,0.9,0.0,1.0
exit_blockage,9,temporal_desync,0.0,0.95,0.0,0.05,0.95,0.0,1.0
exit_blockage,10,temporal_desync,0.0,0.8571,0.0526,0.1,0.8571,0.0,1.0
exit_blockage,11,temporal_desync,0.0,0.95,0.0,0.05,0.95,0.0,1.0
exit_blockage,12,temporal_desync,0.0,0.95,0.0,0.05,0.95,0.0,1.0
exit_blockage,13,temporal_desync,0.0,0.85,0.0,0.15,0.85,0.0,1.0
exit_blockage,14,temporal_desync,0.0,0.95,0.0,0.05,0.95,0.0,1.0
exit_blockage,15,temporal_desync,0.0,0.9048,0.05,0.05,0.9048,0.0,1.0
exit_blockage,16,temporal_desync,0.0,0.9,0.0,0.1,0.9,0.0,1.0
exit_blockage,17,temporal_desync,0.0,0.9048,0.05,0.05,0.9048,0.0,1.0
exit_blockage,18,temporal_desync,0.0,0.9,0.0,0.1,0.9,0.0,1.0
exit_blockage,19,temporal_desync,0.0,0.9048,0.05,0.05,0.9048,0.0,1.0
exit_blockage,20,temporal_desync,0.0,0.9048,0.05,0.05,0.9048,0.0,1.0
exit_blockage,21,temporal_desync,0.0,0.9,0.0,0.1,0.9,0.0,1.0
exit_blockage,22,temporal_desync,0.0,0.9048,0.05,0.05,0.9048,0.0,1.0
exit_blockage,23,temporal_desync,0.0,0.9048,0.05,0.05,0.9048,0.0,1.0
exit_blockage,24,temporal_desync,0.0,0.9048,0.05,0.05,0.9048,0.0,1.0
exit_blockage,25,temporal_desync,0.0,0.95,0.0,0.05,0.95,0.0,1.0
exit_blockage,26,temporal_desync,0.0,0.8571,0.0526,0.1,0.8571,0.0,1.0
exit_blockage,27,temporal_desync,0.0,0.8095,0.0556,0.15,0.8095,0.0,1.0
exit_blockage,28,temporal_desync,0.0,0.95,0.0,0.05,0.95,0.0,1.0
exit_blockage,29,temporal_desync,0.0,0.9048,0.05,0.05,0.9048,0.0,1.0
exit_blockage,30,temporal_desync,0.0,0.8571,0.0526,0.1,0.8571,0.0,1.0
multimodal_conflict,1,temporal_desync,0.0,0.9,0.0,0.1,0.9,0.0,1.0
multimodal_conflict,2,temporal_desync,0.0,1.0,0.0,0.0,1.0,0.0,1.0
multimodal_conflict,3,temporal_desync,0.0,1.0,0.0,0.0,1.0,0.0,1.0
multimodal_conflict,4,temporal_desync,0.0,1.0,0.0,0.0,1.0,0.0,1.0
multimodal_conflict,5,temporal_desync,0.0,1.0,0.0,0.0,1.0,0.0,1.0
multimodal_conflict,6,temporal_desync,0.0,1.0,0.0,0.0,1.0,0.0,1.0
multimodal_conflict,7,temporal_desync,0.0,0.9,0.0,0.1,0.9,0.0,1.0
